ts,raw_score,smoothed_score,band
1757811853,88.00,78.20,Moderate
1757811853,35.11,68.72,Moderate
1757811853,88.00,72.97,Moderate
1757811853,88.00,76.27,Moderate
1757811853,88.00,78.85,Moderate
1757811853,88.00,80.87,High
1757811853,88.00,82.43,High
1757811853,88.00,83.66,High
1757811853,88.00,84.61,High
1757811853,60.00,79.20,Moderate
1757811853,60.00,74.98,Moderate
1757811853,88.00,77.84,Moderate
1757811853,88.00,80.08,High
1757811853,88.00,81.82,High
1757811853,88.00,83.18,High
1757811853,60.00,78.08,Moderate
1757811853,60.00,74.10,Moderate
1757811853,60.00,71.00,Moderate
1757811853,60.00,68.58,Moderate
1757811853,88.00,72.85,Moderate
1757811853,60.00,70.02,Moderate
1757811853,88.00,73.98,Moderate
1757811853,88.00,77.06,Moderate
1757811853,88.00,79.47,Moderate
1757811853,88.00,81.35,High
1757811853,36.68,71.52,Moderate
1757811853,60.00,68.99,Moderate
1757811853,88.00,73.17,Moderate
1757811854,88.00,76.43,Moderate
1757811854,60.00,72.82,Moderate
1757811854,29.56,63.30,Moderate
1757811854,60.00,62.57,Moderate
1757811854,88.00,68.17,Moderate
1757811854,60.00,66.37,Moderate
1757811854,35.76,59.64,Moderate
1757811854,60.00,59.72,Moderate
1757811854,60.00,59.78,Moderate
1757811854,60.00,59.83,Moderate
1757811854,60.00,59.87,Moderate
1757811854,60.00,59.90,Moderate
1757811854,60.00,59.92,Moderate
1757811854,88.00,66.10,Moderate
1757811854,60.00,64.75,Moderate
1757811854,24.82,55.97,Moderate
1757811854,31.26,50.53,Mild
1757811854,26.46,45.24,Mild
1757811854,25.21,40.83,Mild
1757811854,28.08,38.03,Mild
1757811854,25.21,35.21,Mild
1757811854,22.43,32.40,Mild
1757811854,23.75,30.49,Mild
1757811854,26.29,29.57,Mild
1757811854,88.00,42.42,Mild
1757811854,23.47,38.25,Mild
1757811854,26.12,35.58,Mild
1757811854,88.00,47.12,Mild
1757811854,88.00,56.11,Moderate
1757811854,88.00,63.13,Moderate
1757811854,88.00,68.60,Moderate
1757811855,88.00,72.87,Moderate
1757811855,88.00,76.20,Moderate
1757811855,88.00,78.79,Moderate
1757811855,88.00,80.82,High
1757811855,88.00,82.40,High
1757811855,88.00,83.63,High
1757811855,88.00,84.59,High
1757811855,88.00,85.34,High
1757811855,88.00,85.93,High
1757811855,88.00,86.38,High
1757811855,88.00,86.74,High
1757811855,88.00,87.02,High
1757811855,88.00,87.23,High
1757811855,88.00,87.40,High
1757811855,88.00,87.53,High
1757811855,88.00,87.64,High
1757811855,88.00,87.72,High
1757811855,88.00,87.78,High
1757811855,88.00,87.83,High
1757811855,88.00,87.87,High
1757811855,88.00,87.89,High
1757811855,88.00,87.92,High
1757811855,88.00,87.94,High
1757811855,88.00,87.95,High
1757811855,88.00,87.96,High
1757811855,88.00,87.97,High
1757811855,88.00,87.98,High
1757811855,88.00,87.98,High
1757811855,88.00,87.99,High
1757811855,88.00,87.99,High
1757811856,88.00,87.99,High
1757811856,88.00,87.99,High
1757811856,88.00,87.99,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811856,88.00,88.00,High
1757811857,88.00,88.00,High
1757811857,88.00,88.00,High
1757811857,88.00,88.00,High
1757811857,88.00,88.00,High
1757811857,60.00,81.84,High
1757811857,88.00,83.20,High
1757811857,60.00,78.09,Moderate
1757811857,35.32,68.68,Moderate
1757811857,34.66,61.20,Moderate
1757811857,60.00,60.93,Moderate
1757811857,60.00,60.73,Moderate
1757811857,60.00,60.57,Moderate
1757811857,28.69,53.56,Mild
1757811857,60.00,54.97,Mild
1757811857,60.00,56.08,Moderate
1757811857,60.00,56.94,Moderate
1757811857,60.00,57.61,Moderate
1757811857,24.89,50.41,Mild
1757811857,60.00,52.52,Mild
1757811857,60.00,54.17,Mild
1757811857,60.00,55.45,Moderate
1757811857,60.00,56.45,Moderate
1757811857,88.00,63.39,Moderate
1757811857,60.00,62.65,Moderate
1757811857,60.00,62.06,Moderate
1757811857,60.00,61.61,Moderate
1757811857,88.00,67.42,Moderate
1757811857,60.00,65.78,Moderate
1757811857,88.00,70.67,Moderate
1757811857,88.00,74.48,Moderate
1757811857,88.00,77.46,Moderate
1757811858,88.00,79.78,Moderate
1757811858,88.00,81.59,High
1757811858,60.00,76.84,Moderate
1757811858,88.00,79.29,Moderate
1757811858,88.00,81.21,High
1757811858,88.00,82.70,High
1757811858,88.00,83.87,High
1757811858,88.00,84.78,High
1757811858,88.00,85.49,High
1757811858,88.00,86.04,High
1757811858,88.00,86.47,High
1757811858,88.00,86.81,High
1757811858,88.00,87.07,High
1757811858,88.00,87.27,High
1757811858,88.00,87.43,High
1757811858,88.00,87.56,High
1757811858,60.00,81.50,High
1757811858,88.00,82.93,High
1757811858,88.00,84.04,High
1757811858,88.00,84.91,High
1757811858,88.00,85.59,High
1757811858,88.00,86.12,High
1757811858,88.00,86.54,High
1757811858,88.00,86.86,High
1757811858,88.00,87.11,High
1757811858,88.00,87.30,High
1757811858,88.00,87.46,High
1757811858,88.00,87.58,High
1757811858,60.00,81.51,High
1757811858,60.00,76.78,Moderate
1757811859,60.00,73.09,Moderate
1757811859,60.00,70.21,Moderate
1757811859,60.00,67.96,Moderate
1757811859,88.00,72.37,Moderate
1757811859,88.00,75.81,Moderate
1757811859,60.00,72.33,Moderate
1757811859,88.00,75.78,Moderate
1757811859,88.00,78.47,Moderate
1757811859,88.00,80.56,High
1757811859,88.00,82.20,High
1757811859,88.00,83.48,High
1757811859,88.00,84.47,High
1757811859,88.00,85.25,High
1757811859,88.00,85.85,High
1757811859,60.00,80.17,High
1757811859,60.00,75.73,Moderate
1757811859,60.00,72.27,Moderate
1757811859,88.00,75.73,Moderate
1757811859,88.00,78.43,Moderate
1757811859,88.00,80.53,High
1757811859,88.00,82.18,High
1757811859,60.00,77.30,Moderate
1757811859,88.00,79.65,Moderate
1757811859,88.00,81.49,High
1757811859,88.00,82.92,High
1757811859,60.00,77.88,Moderate
1757811859,88.00,80.11,High
1757811859,88.00,81.84,High
1757811860,88.00,83.20,High
1757811860,60.00,78.09,Moderate
1757811860,60.00,74.11,Moderate
1757811860,60.00,71.01,Moderate
1757811860,60.00,68.59,Moderate
1757811860,60.00,66.70,Moderate
1757811860,60.00,65.22,Moderate
1757811860,60.00,64.07,Moderate
1757811860,36.87,58.09,Moderate
1757811860,60.00,58.51,Moderate
1757811860,40.25,54.49,Mild
1757811860,36.01,50.43,Mild
1757811860,31.42,46.24,Mild
1757811860,36.97,44.20,Mild
1757811860,35.34,42.25,Mild
1757811860,60.00,46.16,Mild
1757811860,60.00,49.20,Mild
1757811860,88.00,57.74,Moderate
1757811860,88.00,64.40,Moderate
1757811860,88.00,69.59,Moderate
1757811860,88.00,73.64,Moderate
1757811860,88.00,76.80,Moderate
1757811860,88.00,79.26,Moderate
1757811860,88.00,81.19,High
1757811860,88.00,82.68,High
1757811860,88.00,83.85,High
1757811860,88.00,84.77,High
1757811860,88.00,85.48,High
